# BEAST v1.8.3
# Generated Mon Sep 26 20:52:50 EDT 2016 [seed=1474937568848]
# -beagle_off -overwrite chr7_3776.xml
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
51000	-35239.142137675735	28.800467606041735	-35267.94260528178	0.0063979452405884575	0.004448752744603807	3.574243070014776	0.0037718222211480155	1.0	-35267.94260528178	32.74843075461531
52000	-35239.519186581194	29.45511291345167	-35268.97429949464	0.006507370426793799	0.0030130255479595453	3.574243070014776	0.0037718222211480155	1.0	-35268.97429949464	33.013785269908546
53000	-35241.98852047704	29.888994194723622	-35271.87751467176	0.00584633902956703	0.00243884313360803	3.574243070014776	0.020549862942475378	1.0	-35271.87751467176	33.25323450060368
54000	-35245.7187396921	29.426223319621442	-35275.14496301172	0.006769132968978669	0.004204677520529814	3.574243070014776	0.020549862942475378	1.0	-35275.14496301172	33.334594517189615
55000	-35245.09505314686	29.74457356212791	-35274.83962670899	0.005906009898149986	0.003678805673004209	3.574243070014776	0.014641183061658476	1.0	-35274.83962670899	33.51355971656061
56000	-35246.38841873884	24.933648483163598	-35271.322067222005	0.006174096268697864	0.010680480325306297	3.574243070014776	0.014641183061658476	1.0	-35271.322067222005	29.767405462293326
57000	-35240.46736334403	30.148957178860982	-35270.616320522895	0.0060435198808858875	0.0020175595957515904	3.574243070014776	0.014641183061658476	1.0	-35270.616320522895	33.317842877547974
58000	-35241.49965541005	28.359494016250636	-35269.8591494263	0.005975345217776286	0.005036390900759799	3.574243070014776	0.014641183061658476	1.0	-35269.8591494263	32.44226900701142
59000	-35241.673299287795	28.553586669837475	-35270.226885957636	0.006848394994142324	0.004217876516967389	3.574243070014776	0.041255580463476216	1.0	-35270.226885957636	32.48579466933668
60000	-35242.17923761453	29.86896331756233	-35272.04820093209	0.006213656190046675	0.0027041110079339564	3.574243070014776	0.041255580463476216	1.0	-35272.04820093209	33.35705576608851
61000	-35241.61506814526	28.68953975054728	-35270.30460789581	0.0068451216756492865	0.0027966807101337237	3.574243070014776	0.041255580463476216	1.0	-35270.30460789581	32.21125867433268
62000	-35243.3496169743	25.95775917691037	-35269.30737615121	0.0061067506393893516	0.008543664669983023	3.574243070014776	0.041255580463476216	1.0	-35269.30737615121	30.595123871619244
63000	-35242.128878190255	28.545792793827733	-35270.67467098408	0.006281151954335145	0.005270712123195928	3.574243070014776	0.05583523687394485	1.0	-35270.67467098408	32.71519234369233
64000	-35241.90415425345	27.591131415603247	-35269.49528566905	0.006195156426516165	0.00609800987461626	3.574243070014776	0.04658446926712109	1.0	-35269.49528566905	31.896932214891777
65000	-35241.11762255122	29.710893555628267	-35270.82851610685	0.006043194033849445	0.002575641680180547	3.183052408487779	0.06273585508424305	1.0	-35270.82851610685	33.039918772604466
66000	-35243.59860152289	26.650823920789122	-35270.24942544368	0.006722406436808564	0.007107504454888303	3.183052408487779	0.06273585508424305	1.0	-35270.24942544368	30.993891109207695
67000	-35241.56258862608	29.47244380237115	-35271.03503242845	0.006666658542146574	0.0030299753093172717	3.365539932969209	0.04456780690895547	1.0	-35271.03503242845	33.00796856504705
68000	-35241.07500192753	28.461412715703805	-35269.53641464323	0.006478899272690328	0.00217520834203156	3.365539932969209	0.04456780690895547	1.0	-35269.53641464323	31.665838032279122
69000	-35240.7492943726	29.321409896550044	-35270.07070426915	0.007063237468576704	0.0025390617012734295	3.365539932969209	0.04456780690895547	1.0	-35270.07070426915	32.68035106126603
70000	-35241.726300609196	28.721093726435768	-35270.447394335635	0.006453280271849522	0.004577254811650579	2.910198427217599	0.04456780690895547	1.0	-35270.447394335635	32.51027623705442
71000	-35239.70287259605	29.645514537416574	-35269.34838713346	0.006656028134070222	0.0033653574960363425	3.726300619512644	0.04456780690895547	1.0	-35269.34838713346	33.404979435407434
72000	-35240.578253258835	28.7380857520419	-35269.316339010875	0.006441714872647043	0.003919779681345645	3.726300619512644	0.04342675661350769	1.0	-35269.316339010875	32.648758904403536
73000	-35239.74195819927	29.19434771237592	-35268.93630591165	0.006320438059830425	0.003803759127796091	3.726300619512644	0.04342675661350769	1.0	-35268.93630591165	33.07500516776871
74000	-35239.445499130816	27.923752194460153	-35267.369251325275	0.00623709266533424	0.005507424930080243	3.726300619512644	0.006884045529598272	1.0	-35267.369251325275	32.13760588229015
75000	-35242.465057478825	28.408017298865023	-35270.873074777686	0.006279832446073821	0.004199233204357866	3.726300619512644	0.006884045529598272	1.0	-35270.873074777686	32.35094564285234
76000	-35241.11841491358	28.735487898236368	-35269.85390281182	0.006389415928427922	0.004704158704519917	3.726300619512644	0.006884045529598272	1.0	-35269.85390281182	32.791848212141815
77000	-35241.8282129975	29.07378691893898	-35270.90199991644	0.005959665903289624	0.0036352704643048987	3.49787086753916	0.006884045529598272	1.0	-35270.90199991644	32.797889290234714
78000	-35240.61140022294	29.61932665021572	-35270.23072687315	0.005947447404541334	0.0024142039452090883	3.49787086753916	0.029131360334278298	1.0	-35270.23072687315	32.95677051880835
79000	-35238.648193789326	29.503233144514127	-35268.15142693384	0.00659796635844592	0.002680952839759134	3.49787086753916	0.029131360334278298	1.0	-35268.15142693384	32.94537514229664
80000	-35240.76946928659	29.371698848361987	-35270.14116813496	0.007000245889249298	0.002196957538359845	3.49787086753916	0.029131360334278298	1.0	-35270.14116813496	32.61494065850874
81000	-35242.13596974677	28.649410283370926	-35270.78538003014	0.006826294660300096	0.002409438274942786	3.49787086753916	0.029131360334278298	1.0	-35270.78538003014	31.98488015910847
82000	-35240.420706850186	28.80024816711687	-35269.2209550173	0.006727316154487371	0.004607976801680779	3.49787086753916	0.029131360334278298	1.0	-35269.2209550173	32.78346709576839
83000	-35241.30943161552	28.447070705777605	-35269.756502321296	0.006679087734536165	0.002222870429844403	3.49787086753916	0.029131360334278298	1.0	-35269.756502321296	31.702026696954707
84000	-35247.9528467076	26.318318859281568	-35274.27116556688	0.00658583213662446	0.00752476113954033	3.49787086753916	0.032931486205458285	1.0	-35274.27116556688	30.79526059926367
85000	-35242.891974569204	28.847820546311944	-35271.739795115514	0.0066923436802546555	0.004231808644808137	3.49787086753916	0.032931486205458285	1.0	-35271.739795115514	32.749764972333324
86000	-35243.15948964098	29.12857063900842	-35272.28806027999	0.006725754562303461	0.003935989502034103	3.49787086753916	0.032931486205458285	1.0	-35272.28806027999	32.95812007111769
87000	-35241.636077034	28.597205144797464	-35270.2332821788	0.007011207306294425	0.004923108613343127	3.49787086753916	0.032931486205458285	1.0	-35270.2332821788	32.650309637117324
88000	-35240.02694257123	29.905046517945333	-35269.93198908918	0.006116302499408613	0.003218661634196137	3.909504649341944	0.013523815353508021	1.0	-35269.93198908918	33.64736363985279
89000	-35241.57577451723	28.448311067569904	-35270.0240855848	0.006310940917146754	0.002298813515941368	3.909504649341944	0.006104902642405508	1.0	-35270.0240855848	31.84697242502112
90000	-35242.80575270991	28.713243028586135	-35271.518995738494	0.006271897780716085	0.0043785091405916824	3.909504649341944	0.004794901759769301	1.0	-35271.518995738494	32.75426731007792
91000	-35242.48742664199	28.834032154041427	-35271.321458796025	0.006751465623279395	0.002815255945069302	3.909504649341944	0.004509385100129744	1.0	-35271.321458796025	32.43355590247303
92000	-35243.904419387996	28.573546911346146	-35272.477966299346	0.0062921995778827495	0.005100092395240931	3.909504649341944	0.004509385100129744	1.0	-35272.477966299346	32.76668421608696
93000	-35241.17969309603	28.235401075061425	-35269.4150941711	0.006433909850563402	0.004576976278411281	3.909504649341944	0.004509385100129744	1.0	-35269.4150941711	32.3204259993605
94000	-35244.64859729905	25.885001765766717	-35270.53359906482	0.006626199457683062	0.00865146077586388	3.909504649341944	0.0028423267535148647	1.0	-35270.53359906482	30.60441662023127
95000	-35239.93823965429	27.88824239018195	-35267.826482044475	0.006207684104768805	0.005875563886322614	3.909504649341944	0.0028423267535148647	1.0	-35267.826482044475	32.221115248462795
96000	-35241.86897453185	29.007190511735505	-35270.876165043584	0.0064445365349987465	0.004127938645269592	3.909504649341944	0.0028423267535148647	1.0	-35270.876165043584	32.987390775191415
97000	-35243.209725815075	29.30857978993321	-35272.51830560501	0.006491242777433764	0.003611316456757898	3.4253679809909734	0.0028423267535148647	1.0	-35272.51830560501	32.997850556642256
98000	-35237.892211497	29.630057925475008	-35267.52226942247	0.0062761135567637434	0.0024068152537493753	3.4253679809909734	0.0019110703823236527	1.0	-35267.52226942247	32.913034026069674
99000	-35239.88151311753	29.129375566579434	-35269.01088868411	0.006307529050239204	0.0019553415276218292	3.785617568797978	0.0019110703823236527	1.0	-35269.01088868411	32.32281695336598
100000	-35243.153788451105	27.34211911123724	-35270.49590756234	0.00661364706257128	0.006668816247417668	3.822829244324649	0.0037076157621503455	1.0	-35270.49590756234	31.774898222964687
101000	-35243.818128914805	27.80690929793703	-35271.62503821274	0.0067606896822326795	0.00526933703262021	3.822829244324649	0.0037076157621503455	1.0	-35271.62503821274	32.00438473235199
102000	-35241.8867032559	28.703452278949726	-35270.59015553485	0.006020291617035706	0.00443680603818214	3.822829244324649	0.0037076157621503455	1.0	-35270.59015553485	32.72912905306356
103000	-35241.066754304826	28.51910668711812	-35269.585860991945	0.007133725167750017	0.0027062222459989078	3.822829244324649	0.0037076157621503455	1.0	-35269.585860991945	32.05089501213358
104000	-35241.56306066991	29.007191387992428	-35270.57025205791	0.006182260396235637	0.003271780687161638	4.426416597989791	0.030035721474673354	1.0	-35270.57025205791	32.94036919569785
105000	-35244.67163116225	27.0835565740146	-35271.755187736264	0.006933861842125467	0.0062019490225124745	4.426416597989791	0.030035721474673354	1.0	-35271.755187736264	31.655626994454117
106000	-35240.49459859444	28.63595274101008	-35269.13055133545	0.006373592464253631	0.0045134179076666715	3.4409508137043736	0.030035721474673354	1.0	-35269.13055133545	32.58039432555819
107000	-35239.47126388417	29.48189174148123	-35268.95315562565	0.006533728399795876	0.002664382730350461	3.4409508137043736	0.046893632756509505	1.0	-35268.95315562565	32.91663416307697
108000	-35239.76502501124	29.067712247947682	-35268.83273725919	0.006747446144854772	0.0039783166445268	3.4409508137043736	0.046893632756509505	1.0	-35268.83273725919	32.90294146339288
109000	-35240.66051958316	29.435185114695685	-35270.09570469785	0.006373006921541999	0.0033334185572002173	3.4409508137043736	0.046893632756509505	1.0	-35270.09570469785	33.09373014061725
110000	-35244.03289390597	28.103982783650466	-35272.13687668962	0.00673625914886076	0.004967496105857122	3.4409508137043736	0.046893632756509505	1.0	-35272.13687668962	32.16104806646949
111000	-35242.17169171439	29.32430696522341	-35271.49599867962	0.00633884939302956	0.002789578599785289	3.4409508137043736	0.046893632756509505	1.0	-35271.49599867962	32.804921728894264
112000	-35241.15583524974	28.980583359931774	-35270.13641860967	0.006538796466795113	0.0028193322347174507	3.4409508137043736	0.046893632756509505	1.0	-35270.13641860967	32.47179705962819
113000	-35245.36751510552	26.485275743590954	-35271.85279084911	0.006992268297794447	0.007452624608541241	3.4409508137043736	0.046893632756509505	1.0	-35271.85279084911	30.94758821646189
114000	-35241.66903226551	29.112365041921013	-35270.78139730743	0.006715684644885178	0.00318643961149249	3.4409508137043736	0.046893632756509505	1.0	-35270.78139730743	32.725860828124375
115000	-35241.99888906573	28.77674192461324	-35270.77563099035	0.00688429033368875	0.0033163418792996075	3.4410084867998934	0.03703813125118226	1.0	-35270.77563099035	32.420319818277825
116000	-35243.041398100795	29.261895452018816	-35272.30329355282	0.006414379408485412	0.002593281437638408	3.4410084867998934	0.03703813125118226	1.0	-35272.30329355282	32.65978026717722
117000	-35239.78270744266	29.256920289683507	-35269.039627732345	0.006152707591436533	0.001977673323834944	3.4410084867998934	0.03703813125118226	1.0	-35269.039627732345	32.3840725188544
118000	-35240.61709851436	28.321656797569386	-35268.93875531193	0.006488284883547555	0.004452771418942498	3.4410084867998934	0.03703813125118226	1.0	-35268.93875531193	32.259605524532304
119000	-35243.419831892585	28.876784811818492	-35272.2966167044	0.00680811606154422	0.003721507303733666	3.0448663289396114	0.057165095427149606	1.0	-35272.2966167044	32.51966567567823
120000	-35244.99617709508	29.36863467703368	-35274.36481177212	0.007002776265596205	0.002853133042650507	3.0448663289396114	0.057165095427149606	1.0	-35274.36481177212	32.746069311886025
121000	-35245.93549706607	27.870309145233602	-35273.805806211305	0.00654762401856438	0.0031258583104299483	3.6746320616732255	0.057165095427149606	1.0	-35273.805806211305	31.55190042547042
122000	-35247.175040719405	28.593035933897525	-35275.7680766533	0.006275316442888455	0.0037623507149026725	3.016731714117147	0.057165095427149606	1.0	-35275.7680766533	32.23689164609802
123000	-35247.17166482568	28.57361146087081	-35275.74527628655	0.007117326098728868	0.003646185653940765	3.016731714117147	0.057165095427149606	1.0	-35275.74527628655	32.1861360619341
124000	-35245.2793730407	27.79593427064828	-35273.075307311345	0.006902252473263505	0.006114499909940588	3.016731714117147	0.057165095427149606	1.0	-35273.075307311345	31.924925748698143
125000	-35243.694149919436	28.258771613402086	-35271.95292153284	0.006425023780829229	0.0018543759797557166	3.016731714117147	0.057165095427149606	1.0	-35271.95292153284	31.195837201565087
126000	-35242.221019972356	28.908537131407627	-35271.12955710376	0.0066678069292850795	0.0034924149623618665	3.026929460437183	0.057165095427149606	1.0	-35271.12955710376	32.48161986989556
127000	-35241.69633002711	29.8959435858764	-35271.59227361299	0.00622262672551754	0.00228079512397298	3.4490200474485726	0.057165095427149606	1.0	-35271.59227361299	33.1883617203815
128000	-35246.62098797684	27.639128846848664	-35274.260116823694	0.006200878832158377	0.006688729845879493	3.0223517219184304	0.057165095427149606	1.0	-35274.260116823694	31.859778561545316
129000	-35240.79357241298	29.429265900897054	-35270.22283831388	0.0059418423750639765	0.0032169834770627097	4.366569687500275	0.022848101493429633	1.0	-35270.22283831388	33.32058138619112
130000	-35243.834726914676	29.166694806664182	-35273.00142172134	0.006371432210837944	0.003654681532392614	3.2045039077399275	0.03682957518888541	1.0	-35273.00142172134	32.82678479050688
131000	-35241.341205048455	28.985291190106974	-35270.32649623856	0.005748448344150277	0.004518781411906918	3.2045039077399275	0.03649580830625194	1.0	-35270.32649623856	32.857069438760846
132000	-35246.48545509728	26.953316591532765	-35273.438771688816	0.006241386746388748	0.006779771055248188	3.2045039077399275	0.05280533153597556	1.0	-35273.438771688816	31.246701898790178
133000	-35238.84443804926	29.627870336281518	-35268.47230838554	0.006307695339456457	0.0032815222483293595	3.929553496577872	0.05280533153597556	1.0	-35268.47230838554	33.435104669683916
134000	-35243.58261276955	27.492719464792255	-35271.07533223434	0.007151764249284924	0.005731189066025654	3.929553496577872	0.03941917594820644	1.0	-35271.07533223434	31.843628086912133
135000	-35242.29926812735	27.240670044619726	-35269.539938171976	0.00657476035247233	0.0060977734376084095	3.929553496577872	0.03941917594820644	1.0	-35269.539938171976	31.653517701889424
136000	-35252.37437990287	27.651712106338575	-35280.026092009204	0.007047285411440117	0.002009170258731616	4.777223739416581	0.09076151954314034	1.0	-35280.026092009204	31.26042055177748
137000	-35250.19363513936	27.744357312238776	-35277.937992451596	0.006882774194693123	0.0027341521414687552	4.777223739416581	0.09076151954314034	1.0	-35277.937992451596	31.660857937557175
138000	-35254.155232636695	25.000178912724753	-35279.15541154942	0.006457552201323077	0.009407343528112773	4.777223739416581	0.11728967826993728	1.0	-35279.15541154942	30.177647926714027
139000	-35247.442289113365	29.521663196052987	-35276.963952309416	0.00561674390453223	0.002622648579287184	4.777223739416581	0.11728967826993728	1.0	-35276.963952309416	33.423096835844646
140000	-35246.21147117498	29.062184165648034	-35275.27365534063	0.006761620779001258	0.0029719649982805955	4.777223739416581	0.11728967826993728	1.0	-35275.27365534063	33.08853175047359
141000	-35254.296406075606	25.883040298909357	-35280.17944637452	0.006295455440973383	0.0076699456324118434	4.777223739416581	0.11728967826993728	1.0	-35280.17944637452	30.856530672923352
142000	-35244.735767330436	28.01285073608867	-35272.74861806652	0.0067894041611636586	0.0022993625962887025	3.5011496445189634	0.11728967826993728	1.0	-35272.74861806652	31.390852299767616
143000	-35242.09413113277	29.179623261751626	-35271.27375439452	0.00631126045734981	0.003078033548618061	3.5011496445189634	0.11728967826993728	1.0	-35271.27375439452	32.84899292748397
144000	-35244.56485634476	29.888745457873686	-35274.453601802634	0.005715699821521283	0.0028049187043356657	3.5011496445189634	0.11728967826993728	1.0	-35274.453601802634	33.46529138816968
145000	-35241.708026383654	29.823920722085234	-35271.53194710574	0.006039829997005523	0.0035337056324647943	3.5011496445189634	0.11728967826993728	1.0	-35271.53194710574	33.63120892708443
146000	-35242.335854010686	30.11516424078325	-35272.45101825147	0.006121197903921408	0.002844700642948807	3.5011496445189634	0.11728967826993728	1.0	-35272.45101825147	33.70577941131426
147000	-35244.25003770694	29.056829828467244	-35273.30686753541	0.006536818510662104	0.002048338878977984	3.5011496445189634	0.11728967826993728	1.0	-35273.30686753541	32.31934395317455
148000	-35242.75118156995	28.76105157650388	-35271.51223314645	0.006474673215156392	0.002217352513159682	3.5011496445189634	0.11728967826993728	1.0	-35271.51223314645	32.102771346301026
149000	-35249.53613490654	28.28372534311206	-35277.819860249656	0.0060119181602610065	0.004058764506629903	3.324331183332199	0.11728967826993728	1.0	-35277.819860249656	32.17004941126493
150000	-35245.22746513513	29.236645755987304	-35274.46411089112	0.005868534270023358	0.002973808848630416	3.324331183332199	0.11728967826993728	1.0	-35274.46411089112	32.812244727447116
151000	-35243.411337447586	29.28635575532838	-35272.697693202914	0.006231020514851994	0.0018606674142750412	3.324331183332199	0.11728967826993728	1.0	-35272.697693202914	32.39351419840591
152000	-35239.46581310573	29.40734982783551	-35268.87316293357	0.006508024756258167	0.0036073673546663733	3.324331183332199	0.043066434563073866	1.0	-35268.87316293357	33.10166772433741
153000	-35239.51193925497	29.142819878579306	-35268.65475913355	0.0065550932132578	0.0038805054708618367	3.324331183332199	0.011597287193335548	1.0	-35268.65475913355	32.8785830931488
154000	-35238.094173343634	29.611247555843534	-35267.705420899474	0.0062353096528081926	0.00334382431195136	3.324331183332199	0.011597287193335548	1.0	-35267.705420899474	33.19830881840235
155000	-35240.69702626187	28.68518263968107	-35269.38220890155	0.0067922725416944205	0.004440329645301767	3.324331183332199	0.011597287193335548	1.0	-35269.38220890155	32.55557484785792
156000	-35240.58544952237	28.493387713670725	-35269.07883723604	0.006410711067421938	0.0017528624125352193	3.324331183332199	0.02879034252567657	1.0	-35269.07883723604	31.45242126608862
157000	-35241.868148321286	29.41785119142467	-35271.28599951271	0.006346659516504236	0.003699922585600829	3.324331183332199	0.05335662740924239	1.0	-35271.28599951271	33.14776769462709
158000	-35242.03900635947	28.920210896092513	-35270.95921725556	0.007133557941048954	0.003155716622950576	3.324331183332199	0.05335662740924239	1.0	-35270.95921725556	32.49118966376853
159000	-35240.26745816826	29.721028892692356	-35269.98848706095	0.006574699855773126	0.002147297572988913	3.324331183332199	0.05335662740924239	1.0	-35269.98848706095	32.9073861571655
