chr pos CG10245 CG4086
X 2600000 2.43527658795591 2.86999731034393
X 2610000 2.41873914772776 2.86141689053602
X 2620000 3.08446951578219 3.15682722144942
X 2630000 2.34630383873093 2.21784598958243
X 2640000 2.0832240057851 1.84199033352047
X 2650000 2.06991362151462 1.86522960176143
X 2660000 2.03850156304088 2.00926713798282
X 2670000 1.95406142366193 2.07608472626032
X 2680000 1.89825702342625 2.32712970546811
X 2690000 1.89815067243273 2.3460026804687
X 2700000 1.88752250933072 2.37293083287557
X 2710000 1.94322316269614 1.96650223517508
X 2720000 2.17296432057225 2.03486602641254
X 2730000 2.40187056864715 2.22914194020603
X 2740000 2.59719554728878 2.56438992464331
X 2750000 2.68751942353731 3.23386893799733
X 2760000 2.63386001325813 4.17247451988987
X 2770000 2.53300789403977 4.5135442754887
X 2780000 3.72617583950404 2.7411982344629
X 2790000 3.64582690918002 2.70788551797807
X 2800000 3.51513608141516 2.72310799926902
X 2810000 3.33296434468116 2.79418600866654
X 2820000 3.11942659978024 2.89549164584548
X 2830000 2.96216188447551 2.85705927143863
X 2840000 2.95511094131712 2.83859170579183
X 2850000 2.99809268774493 2.84370195757504
X 2860000 3.02068173689042 2.84390881391249
X 2870000 3.02815896551999 2.84640793017536
X 2880000 3.02917091730581 2.84548151529782
X 2890000 3.0196009519866 2.84618740631873
X 2900000 3.01389498010798 2.84687362697201
X 2910000 2.99242195027927 2.84794748880478
X 2920000 2.97189350575002 2.84749666076351
X 2930000 2.95904765651068 2.84645909231125
X 2940000 2.93899970970887 2.84381002416416
X 2950000 2.90930030692323 2.84065927910706
X 2960000 2.88870658766723 2.8351155327444
X 2970000 2.85620724827601 2.82804544965893
X 2980000 2.81660308542126 2.81798202885898
X 2990000 2.76458802307661 2.80514023184259
X 3e+06 2.70444735103814 2.7923852550008
X 3010000 2.62294804255293 2.78058611808427
X 3020000 2.50136136390358 2.76127566322543
X 3030000 2.35036138416586 2.74486365316329
X 3040000 2.15494947897264 2.71661417855944
X 3050000 3.3806138405003 3.15713759061219
X 3060000 3.11079804304472 3.06798850912838
X 3070000 3.44393819086457 3.36805813664819
X 3080000 3.04539453878772 2.95941518610937
X 3090000 2.81583052264438 2.700889273602
X 3100000 2.56877585841266 2.44470569320151
X 3110000 2.38656421640428 2.24131261153792
X 3120000 2.32917835422097 2.09738965150683
X 3130000 2.55966939594595 1.99926089686994
X 3140000 3.34335439363099 1.91155704128784
X 3150000 3.75428627274368 1.90471386459501
X 3160000 3.77142975182909 1.96770761201719
X 3170000 3.73666488239519 2.09672112963273
X 3180000 3.65972886214178 2.25303834820136
X 3190000 3.5356816212705 2.41708343929963
X 3200000 3.39649044097655 2.48230082847249
X 3210000 3.27584396898004 2.61146187172983
X 3220000 3.53197583863709 2.524866197302
X 3230000 3.3072844840903 2.49279268593784
X 3240000 3.65743425198792 2.45461698670442
X 3250000 4.13597002661783 2.3753188956465
X 3260000 4.35869086829922 2.36316769919745
X 3270000 4.39678607125461 2.39400452913816
X 3280000 4.44749926098802 2.3493426756545
X 3290000 4.50689655023245 2.30272425279054
X 3300000 4.56851160052321 2.26166373028445
X 3310000 4.63092300136208 2.22688291277984
X 3320000 4.69446581090449 2.19712514823158
X 3330000 4.75634824260084 2.17245770055609
X 3340000 4.8165952261665 2.15264337519415
X 3350000 4.87326948244367 2.13614586450512
X 3360000 4.92566989564835 2.12318989044053
X 3370000 4.97336102705685 2.11290445889301
X 3380000 5.01537213485233 2.10493567907253
X 3390000 5.05161341095061 2.09899517133715
X 3400000 5.08179001820139 2.09482198880306
X 3410000 5.1055882336936 2.09218539453803
X 3420000 5.1227941845612 2.09063435501736
X 3430000 5.13374959256078 2.09013949449559
X 3440000 5.13863907906716 2.09050395375044
X 3450000 5.13737200750262 2.09173958298999
X 3460000 5.13034570835754 2.0936757778436
X 3470000 5.11788634162014 2.09620077385819
X 3480000 5.10055127969832 2.09927087814259
X 3490000 5.07869882629143 2.1029137373626
X 3500000 5.05288655709597 2.10703965753743
X 3510000 5.02382758271318 2.11147329363354
X 3520000 4.9917524427629 2.1164166140673
X 3530000 4.95761449028919 2.12167707828132
X 3540000 4.92218204147389 2.12735511665619
X 3550000 4.88579101270528 2.13344309680508
X 3560000 4.84930460837035 2.13989494968263
X 3570000 4.81324563703561 2.14664994710569
X 3580000 4.77815474314792 2.15409372494327
X 3590000 4.74478765918764 2.16187568634791
X 3600000 4.71320431632739 2.17025807773564
X 3610000 4.71725094520053 2.16789328642108
X 3620000 4.79391337709507 2.1492544956713
X 3630000 4.89576497410962 2.1310518849325
X 3640000 4.4992670612836 2.10019252638148
X 3650000 3.88508698792219 2.0847857033981
X 3660000 3.61382878780415 2.07944954054341
X 3670000 3.37955474936882 2.06688442274424
X 3680000 3.23570634020564 2.04960168279621
X 3690000 3.16575852707223 2.03003062159706
X 3700000 3.14113727372364 2.00942150892865
X 3710000 3.14154234219302 1.98846914327345
X 3720000 3.15610384473592 1.96737103247403
X 3730000 3.17908759103426 1.9463012198932
X 3740000 3.2091271495766 1.92491066450248
X 3750000 3.24513384590585 1.89936684555164
X 3760000 3.29158327420015 1.87545412366836
X 3770000 3.35534009786892 1.88555601110011
X 3780000 3.38208901230308 2.02250965324521
X 3790000 3.41867700620139 2.72268073165787
X 3800000 3.80402798574863 3.39010030702252
X 3810000 3.51809858574734 3.50811228073616
X 3820000 3.22984154678096 3.64362786365285
X 3830000 3.00875987956573 3.7643184479424
X 3840000 2.94711163566484 3.91075647329393
X 3850000 3.47983415458719 4.37439868088273
X 3860000 3.05343649938987 3.6803115408178
X 3870000 3.61310398880147 3.61255402202181
X 3880000 4.33378108568598 2.32742770595701
X 3890000 4.18711935252634 2.00072052450577
X 3900000 4.08174923376271 1.76031005188065
X 3910000 4.01647421724294 1.61061051447183
X 3920000 3.97647125318531 1.56114039168824
X 3930000 4.05547340846255 1.79166526989167
X 3940000 4.16106033747855 1.88241240860009
X 3950000 4.15764354164844 1.92590897418859
X 3960000 4.12127814341102 1.96094324197259
X 3970000 4.10913954785457 1.99037202419146
X 3980000 4.18120064952643 2.01846518496012
X 3990000 4.24553596467075 2.67988386457165
X 4e+06 4.16888498320856 3.08008876936242
X 4010000 4.23313049262862 3.0436220407114
X 4020000 4.30307698796554 2.97296531620822
X 4030000 4.36529550254289 2.86222750162523
X 4040000 4.39919069605781 2.74412021913008
X 4050000 4.39865837692213 2.6192073222827
X 4060000 4.36076953694754 2.48867060243646
X 4070000 4.28661338829767 2.35444371838599
X 4080000 4.1812998019231 2.21925430122684
X 4090000 4.05275523976491 2.08685811146074
X 4100000 3.90960838438986 1.96164272047491
X 4110000 3.75983590280856 1.84836729444572
X 4120000 3.60973825888135 1.75133956690212
X 4130000 3.46388495975805 1.67406985894615
X 4140000 3.32531905452464 1.61869482602816
X 4150000 3.19616312987949 1.58614356742748
X 4160000 3.07757811295016 1.57631147844683
X 4170000 2.97069757561547 1.58853024933762
X 4180000 2.87622577328875 1.62218964999221
X 4190000 2.7951263820151 1.67721766382363
X 4200000 2.73291098889342 1.76283715258131
X 4210000 2.69283395170913 1.89673384555533
X 4220000 2.66296698005465 1.98409521146522
X 4230000 2.62529086945193 1.99697504892259
X 4240000 2.61249910301075 2.09786119339452
X 4250000 2.53733299235114 2.23345200127073
X 4260000 3.00530943842142 3.16034351399435
X 4270000 2.35663903562624 3.15402467193468
X 4280000 2.16239810718628 2.99870683833319
X 4290000 2.06659533295004 2.95676068938189
X 4300000 2.04247134968273 2.89701624171659
X 4310000 2.06935964632692 2.84208756577709
X 4320000 2.12062145842333 2.80695872711442
X 4330000 2.17698338679895 2.79332048191839
X 4340000 2.25514322793833 2.82590279161803
X 4350000 2.36970073451505 2.85547744095726
X 4360000 2.44674114180708 2.97738086856799
X 4370000 2.21874639533297 2.98993486499364
X 4380000 1.89618390847443 3.05442984106901
X 4390000 1.79588316472092 3.06556940592759
X 4400000 1.7693322928821 3.01943251741363
X 4410000 1.75589395911226 2.99800718020077
X 4420000 1.75221076127139 2.99248219373942
X 4430000 1.75846460731776 2.99120918230204
X 4440000 1.77187631561065 2.98893319257559
X 4450000 2.64026265262692 2.97485793338348
X 4460000 2.8310002069789 3.02254938110053
X 4470000 2.91479319070135 3.03579225698314
X 4480000 2.987088426144 3.08830488359541
X 4490000 3.02137910854344 3.28259677690966
X 4500000 2.88423133823119 3.81407578603228
X 4510000 1.87671874461034 4.19234617341078
X 4520000 2.06401181285173 4.46458049540001
X 4530000 3.16098910789475 4.2367767036356
X 4540000 3.0813949930149 3.10999534856495
X 4550000 4.63732155589082 4.06682868277022
X 4560000 4.78330582340595 4.21679746143741
X 4570000 3.54822901571424 4.97991294226426
X 4580000 3.59735417732901 4.72054398167774
X 4590000 3.62351255204663 4.70464350518199
X 4600000 3.64197990197698 4.65622855473856
X 4610000 3.48639503009872 4.4061501949717
X 4620000 3.67445281873745 4.19551798890291
X 4630000 3.68226518395409 3.97960781373644
X 4640000 3.64070715139866 3.72160148869114
X 4650000 3.56734123283587 3.43598227085647
X 4660000 3.76136052750684 3.0127186900163
X 4670000 4.74276587338431 3.75722306843551
X 4680000 4.70176595682932 3.68973844155573
X 4690000 4.65914009401183 3.63710876312854
X 4700000 4.61432098400729 3.606016991704
X 4710000 4.56556581238692 3.58709281970414
X 4720000 4.50891723561045 3.56724263697646
X 4730000 4.42989962338203 3.53662990101833
X 4740000 4.3015462395619 3.48448050783844
X 4750000 4.0053872735092 3.38650052906809
X 4760000 3.4803591897869 3.26432037219615
X 4770000 3.89141659930567 3.40413711937305
X 4780000 3.87819868157391 3.41585368595884
X 4790000 3.83001025995236 3.39670990826107
X 4800000 3.75252992714462 3.35819974889137
X 4810000 3.65663739992084 3.29113089029619
X 4820000 3.53052345193282 3.20441562006579
X 4830000 3.377166605014 3.13085683127713
X 4840000 3.19650100565195 3.06160913652565
X 4850000 3.00590371602323 3.02169347765442
X 4860000 2.83554678135874 2.99887399491979
X 4870000 2.71127297500254 2.947046901406
X 4880000 2.65120972216977 2.86191334105115
X 4890000 2.5834075693636 2.7502124715985
X 4900000 2.55662945031537 2.67825699749994
X 4910000 2.53500798140431 2.60207816515663
X 4920000 2.51823381486406 2.52214210058889
X 4930000 2.5073758250802 2.43852429533445
X 4940000 2.50305925954001 2.35139761202913
X 4950000 2.50701929765603 2.26177064368648
X 4960000 2.52596604989617 2.16843529504752
X 4970000 2.55604376013446 1.85926961367784
X 4980000 1.98912177837997 2.87163535415885
X 4990000 2.21475573431587 2.43291928807281
X 5e+06 2.6565267585521 2.06796670134901
X 5010000 3.32854308763802 1.92816248874266
X 5020000 3.67326048978487 2.33989887915584
X 5030000 3.37505346429225 2.60451016930961
X 5040000 2.87386831850387 2.44272611591504
X 5050000 2.534576465822 2.37605133635577
X 5060000 2.38984709274166 2.21489490305146
X 5070000 2.32877100872872 2.21642758930744
X 5080000 2.33150515917629 2.29674054909975
X 5090000 2.38786511349309 2.39763589344545
X 5100000 2.48445717239485 2.51405102496216
X 5110000 2.60430078703831 2.64631566064753
X 5120000 2.73115646359219 2.79241377272666
X 5130000 2.8440972881337 2.94135189931319
X 5140000 2.86859316984743 3.03067694816178
X 5150000 2.93034428250252 3.07492927839183
X 5160000 3.00791830903478 3.07056718012154
X 5170000 3.07347592670311 3.05625090671913
X 5180000 3.13556399462425 3.03718398242557
X 5190000 3.21624159731647 3.01275908019034
X 5200000 3.4187834637591 3.04769830088122
X 5210000 2.80458117683656 2.72891582444686
X 5220000 2.60946267919945 2.47366264761234
X 5230000 2.4615666701248 2.14462827187458
X 5240000 2.498343799888 2.2157628962438
X 5250000 2.56364054503729 2.29197972509945
X 5260000 2.646874713964 2.3462677735057
X 5270000 2.72975875844685 2.40369993379124
X 5280000 2.80082753656171 2.46305713462527
X 5290000 2.85394866226659 2.52201893698879
X 5300000 2.88853201216585 2.57909667911474
X 5310000 2.9111014932534 2.63408161664069
X 5320000 2.92807880509832 2.68788667528787
X 5330000 2.94622596054012 2.74153512324949
X 5340000 2.96797927820541 2.79576942349365
X 5350000 3.00169120192356 2.85221833305525
X 5360000 3.18066278765457 2.93319973295274
X 5370000 3.31068457744078 3.0276803148123
X 5380000 3.36896007456562 3.13092595812259
X 5390000 3.37107404999762 3.24459396003584
X 5400000 3.33982141468323 3.373878416438
X 5410000 3.29239594813879 3.52542484272999
X 5420000 3.2411778161291 3.70582014226005
X 5430000 3.19447130212365 3.92154154600195
X 5440000 3.15828763676171 4.17295878468269
X 5450000 3.12414631387344 4.42790426654972
X 5460000 3.00617819917142 4.50237648658242
X 5470000 2.89188377075004 4.57164854665825
X 5480000 2.7795357273622 4.63689273484562
X 5490000 2.66211298246668 4.69591039398938
X 5500000 2.51719617191361 4.70377409405734
X 5510000 2.46402083402296 4.17348014044211
X 5520000 4.50540840397031 4.66953145037996
X 5530000 3.57475034874693 4.53406977124052
X 5540000 3.48446416834571 4.44250950040572
X 5550000 3.41955113641194 4.34267952075368
X 5560000 3.36691264109334 4.24658379655955
X 5570000 3.32380868295064 4.15877026865496
X 5580000 3.28944367505392 4.08192438558018
X 5590000 3.26959572969298 3.92329006802419
X 5600000 3.25124575331279 4.35107678268554
X 5610000 2.37057030747587 4.43076622425463
X 5620000 1.62444349702889 4.61011421834343
X 5630000 1.69789701264864 5.07505128793684
X 5640000 1.79797674705247 5.11938281139533
X 5650000 2.10013008227202 5.27637726169149
X 5660000 2.43835096287427 5.40768342685652
X 5670000 2.79343557503933 5.53533558475101
X 5680000 3.04388844823899 5.73866081088124
X 5690000 3.26847212334019 5.58576525501377
X 5700000 3.39177868158185 5.43417597146254
X 5710000 3.45086040159055 5.33958501657037
X 5720000 3.48369317357242 5.26678695547014
X 5730000 3.53004767609684 5.39137192418133
X 5740000 3.57546461087139 5.76513678699428
X 5750000 3.57214817261405 5.99310723767263
X 5760000 3.54685138816768 6.09402286046316
X 5770000 3.57685601538191 6.08714812014824
X 5780000 3.31678278799171 6.11838532279296
X 5790000 3.34485400753027 6.06470018621769
X 5800000 3.26027842060518 5.86152322734057
X 5810000 3.30870784793655 5.59808690196786
X 5820000 3.43485322811745 5.35148936060756
X 5830000 3.5407166678558 5.09536454973204
X 5840000 3.58211537303043 4.90363295560132
X 5850000 3.25315991978874 4.86398848753242
X 5860000 3.37958127033403 4.79149225169709
X 5870000 3.49375150057068 4.92743662589885
X 5880000 3.46629339580716 5.10874931910575
X 5890000 3.42475863538255 5.06682979995134
X 5900000 3.38643789288687 5.01054107417895
X 5910000 3.40151455340259 4.97262853797349
X 5920000 3.4140622379432 4.92277957681426
X 5930000 3.41838247472657 4.86944077840087
X 5940000 3.4229041805367 4.88317095279297
X 5950000 3.48590109354802 4.88976528579389
X 5960000 3.55691130005187 4.88925627347527
X 5970000 3.63509438607849 4.87992179052401
X 5980000 3.71838330897629 4.86038501978703
X 5990000 3.8014935239828 4.83169890711991
X 6e+06 3.87685477723812 4.75133440070778
X 6010000 3.82427874136442 4.90086211063016
X 6020000 3.9597166890066 4.98892075888483
X 6030000 4.08531336903474 5.01226013951566
X 6040000 4.2179988813914 5.000753995982
X 6050000 4.35682416631352 4.96887479176598
X 6060000 4.48885508448694 4.9206281514667
X 6070000 4.60267341650467 4.85954548738977
X 6080000 4.69114088658216 4.78843700978382
X 6090000 4.75435166061271 4.71097468232415
X 6100000 4.79586121886047 4.62906573801041
X 6110000 4.81960873447844 4.54331497128277
X 6120000 4.8281159635452 4.44696367247246
X 6130000 4.83802851258298 4.3727717465801
X 6140000 4.84653164494961 4.35940790940373
X 6150000 4.63783986016699 5.50577629686916
X 6160000 4.50565774146332 6.13194668061419
X 6170000 4.25000342461425 6.64112489723959
X 6180000 3.97705660860879 6.6325995597673
X 6190000 3.55751323160047 6.4504408493255
X 6200000 3.36829735215366 6.27569209217637
X 6210000 3.4482890008382 6.22041669397896
X 6220000 3.54487356997015 6.19428143997357
X 6230000 3.65724262570211 6.23126951384478
X 6240000 3.97616193577488 5.69153008685845
X 6250000 4.41968647359886 5.22928844267449
X 6260000 4.55299607808246 5.03704407909561
X 6270000 4.63232423124998 4.91703644259485
X 6280000 4.70122119072829 4.81788377805344
X 6290000 4.76042609994568 4.72532900978058
X 6300000 4.8157819589747 4.63577317423938
X 6310000 4.86121932547445 4.54607109087419
X 6320000 4.89693694152425 4.45385579763808
X 6330000 4.92251263809408 4.35809010534979
X 6340000 4.93598274556575 4.25884880318125
X 6350000 4.93874048151901 4.15510895249412
X 6360000 4.92958086738827 4.04672913425662
X 6370000 4.90909741490407 3.93455019968843
X 6380000 4.85860411325757 3.73792146236542
X 6390000 4.79586153170777 3.48407912960266
X 6400000 4.67085059603477 3.26629696444763
X 6410000 4.48765137904758 3.10348965485542
X 6420000 4.27040098259732 3.00187976712641
X 6430000 3.92988054446954 3.24262799466209
X 6440000 3.95392153038836 3.30219407617716
X 6450000 4.71033618308314 3.08273671844069
X 6460000 4.19321958419135 3.14434798052696
X 6470000 4.09929769568168 3.22248405397289
X 6480000 4.0222358275243 3.2012538534446
X 6490000 4.0617043418581 3.17387009219675
X 6500000 3.93089923202513 3.24914761696317
X 6510000 4.03742304346133 3.13529750561821
X 6520000 3.85347808216034 3.03266248515985
X 6530000 3.59867964703454 2.96939756208991
